caption,likes,comments,saves,shares,reach,impressions,watch_time,followers,hashtags,timestamp,content_type,topic,posting_hour,day_of_week,posting_time,engagement_score,estimated_likes_uplift,estimated_reach_uplift,post_description
Nature's primordial silence heals deeply 🌿,19776,2033,8796,2777,162964,278949,14.2,17553,#nature #landscape #outdoors #exploreoutdoors,2025-08-29 01:20:42,carousel,nature,1,Friday,night,71011.67,285.09,252.13,nature primordial silence heals deeply landscape
The wild canyon walls are humbling 🏜,6792,406,3325,469,71986,184371,7.43,20191,#treelife #backcountry #wildnature #trailrunning,2025-05-12 20:29:35,carousel,nature,20,Monday,evening,27304.43,32.26,55.55,wild canyon walls humbling treelife backcountry
The peaceful roots of this tree span centuries 🌳,1692,86,298,405,6605,22474,19.58,89225,#naturelover #greenvibes #wildbeauty #forestwalk,2025-03-18 14:42:23,carousel,nature,14,Tuesday,afternoon,4805.47,-67.05,-85.73,peaceful roots this tree span naturelover
A windswept hot spring deep in the backcountry 💧,3219,575,1356,954,22141,76208,10.85,27098,#getoutside #greenworld #gooutside #hiking,2025-12-25 21:44:31,carousel,nature,21,Thursday,evening,13542.29,-37.32,-52.16,windswept spring deep backcountry getoutside greenworld
Finding peace in remote green landscapes 🌾,1263,159,348,86,10787,16991,12.32,71237,#gooutside #wilderness #wildnature #exploreoutdoors,2025-04-17 16:08:38,carousel,nature,16,Thursday,afternoon,3614.08,-75.41,-76.69,finding peace remote green landscapes gooutside
Wild and wild just like i prefer 🦋,1240,148,614,339,10412,32481,20.25,55218,#naturevibes #naturegram #treelife #gooutside,2025-08-14 09:03:43,carousel,nature,9,Thursday,morning,5594.03,-75.85,-77.5,wild just like prefer naturevibes naturegram
The remote switchbacks were brutal but beautiful 🏔,3148,522,1632,930,12629,35263,3.1,34256,#naturegram #wildbeauty #naturephotography #gooutside,2025-02-10 04:42:26,image,nature,4,Monday,night,12523.34,-38.7,-72.71,remote switchbacks were brutal beautiful naturegram
This vast trail has no crowds ever 🥾,19776,3663,5808,4817,220438,353743,19.66,69470,#naturegram #naturevibes #outdoors #scenery,2025-05-25 19:13:56,carousel,nature,19,Sunday,evening,73285.19,285.09,376.32,this vast trail crowds ever naturegram
Finding peace in quiet green landscapes 🌾,262,17,137,76,2680,4826,4.28,54314,#greenvibes #earthday #hiking #treelife,2025-04-21 08:26:30,image,nature,8,Monday,morning,1179.78,-94.9,-94.21,finding peace quiet green landscapes greenvibes
Fog over shadowed valleys is magic 🌫,1347,58,612,95,13075,36439,11.2,78341,#wildnature #wilderness #mountainlife #hiking,2025-06-02 05:18:47,reel,nature,5,Monday,morning,5214.92,-73.77,-71.75,over shadowed valleys magic wildnature wilderness
The temperate terrain keeps you humble 🪨,1151,97,323,109,6411,21767,15.62,46022,#naturelovers #wilderness #hiking #naturetherapy,2025-07-17 11:27:22,reel,nature,11,Thursday,morning,3420.56,-77.59,-86.15,temperate terrain keeps humble naturelovers wilderness
The peaceful creek whispers quietly 🎵,5464,608,2021,1282,50915,143776,26.54,78918,#naturelovers #wildnature #backcountry #exploreoutdoors,2025-02-09 06:42:00,image,nature,6,Sunday,morning,22232.03,6.4,10.02,peaceful creek whispers quietly naturelovers wildnature
Every frost-kissed petal holds a universe 🌸,706,112,356,64,5825,13524,20.94,40783,#treelife #wildbeauty #outdoors #nationalpark,2025-09-27 01:47:21,reel,nature,1,Saturday,night,2662.9700000000003,-86.25,-87.41,every frost kissed petal holds treelife
This rain-soaked trail has no crowds ever 🥾,1685,104,369,491,20914,69182,7.43,34223,#wildnature #getoutside #trailrunning #exploreoutdoors,2025-06-24 08:18:42,image,nature,8,Tuesday,morning,7386.16,-67.19,-54.81,this rain soaked trail crowds wildnature
The vast forest after rain smells perfect 🌧,19776,2273,11532,5027,249476,443268,9.0,61251,#gooutside #getoutside #wildnature #treelife,2025-07-15 07:25:48,image,nature,7,Tuesday,morning,95224.84,285.09,439.06,vast forest after rain smells gooutside
The rolling boulders here feel primordial 🪨,656,74,106,46,3229,7745,16.37,81212,#earthday #conservation #greenvibes #mountainlife,2025-11-25 12:17:14,carousel,nature,12,Tuesday,afternoon,1505.8,-87.23,-93.02,rolling boulders here feel primordial earthday
The breathtaking earth beneath my feet grounds me 🌍,19776,490,2504,3470,115280,402217,12.5,86496,#nationalpark #gooutside #adventureseeker #scenery,2025-12-28 08:37:37,reel,nature,8,Sunday,morning,55528.51,285.09,149.09,breathtaking earth beneath feet grounds nationalpark
The tranquil soil here smells alive 🌱,481,22,57,134,4170,13186,23.25,37559,#nationalpark #mountainlife #wilderness #landscape,2025-11-04 08:12:07,carousel,nature,8,Tuesday,morning,1658.08,-90.63,-90.99,tranquil soil here smells alive nationalpark
The rain-soaked lichen on granite walls 🪨,13633,2321,5104,3160,127240,219154,10.07,33215,#nature #adventureseeker #naturelovers #forestwalk,2025-03-25 18:02:52,carousel,nature,18,Tuesday,evening,51361.62,165.47,174.94,rain soaked lichen granite walls nature
Morning smells like golden pine 🌲,5077,519,789,1402,51586,79074,16.43,75060,#naturelover #naturetherapy #wilderness #exploreoutdoors,2025-08-30 21:00:54,reel,nature,21,Saturday,evening,16601.52,-1.14,11.47,morning smells like golden pine naturelover
The peaceful trail junction chose for me 🗺,980,62,302,211,3946,13610,3.9,47441,#wildnature #naturetherapy #nature #naturevibes,2025-05-18 00:29:01,image,nature,0,Sunday,night,3124.6,-80.92,-91.47,peaceful trail junction chose wildnature naturetherapy
The coastal coastline from the cliff trail 🌊,100,17,12,14,747,2236,12.0,27905,#exploreoutdoors #naturegram #earthday #nature,2025-06-01 15:17:33,reel,nature,15,Sunday,afternoon,282.43,-98.05,-98.39,coastal coastline from cliff trail exploreoutdoors
The sprawling roots of this tree span centuries 🌳,2201,274,1052,183,15907,34631,20.0,24679,#trailrunning #hiking #wilderness #greenvibes,2025-10-27 14:54:50,image,nature,14,Monday,afternoon,7740.28,-57.14,-65.63,sprawling roots this tree span trailrunning
The remote autumn colors are indescribable 🍂,19776,2944,11307,1171,107167,330312,26.8,22324,#wilderness #outdoors #exploreoutdoors #wildbeauty,2025-01-25 12:08:22,carousel,nature,12,Saturday,afternoon,72477.70999999999,285.09,131.56,remote autumn colors indescribable wilderness outdoors
A coastal bird call broke the silence perfectly 🐦,1758,46,744,213,23461,37434,20.36,52675,#treelife #nationalpark #earthday #hikinglife,2025-04-09 09:03:19,carousel,nature,9,Wednesday,morning,6925.07,-65.77,-49.31,coastal bird call broke silence treelife
Morning smells like rolling pine 🌲,16806,3042,4929,4931,150488,375474,27.88,22253,#naturetherapy #adventureseeker #treelife #trailrunning,2025-06-20 18:38:32,image,nature,18,Friday,evening,65174.62,227.25,225.17,morning smells like rolling pine naturetherapy
The wild hillside bloomed overnight 🌸,12037,631,2971,910,83477,174573,14.49,49297,#trailrunning #naturetherapy #naturelovers #naturevibes,2025-11-16 08:46:34,image,nature,8,Sunday,morning,33091.04,134.39,80.38,wild hillside bloomed overnight trailrunning naturetherapy
The emerald slope was worth the burn 🏔,917,161,253,274,5772,19971,28.54,63206,#mountainlife #gooutside #scenery #naturephotography,2025-10-10 06:24:04,reel,nature,6,Friday,morning,3385.73,-82.14,-87.53,emerald slope worth burn mountainlife gooutside
The primordial terrain keeps you humble 🪨,3785,184,437,992,42153,100170,5.53,35238,#scenery #naturegram #exploreoutdoors #trailrunning,2025-09-21 20:33:57,reel,nature,20,Sunday,evening,13184.75,-26.3,-8.92,primordial terrain keeps humble scenery naturegram
The rugged summit views made everything worth it 🏔,3241,327,925,521,12713,22570,12.27,39659,#greenworld #naturephotography #naturevibes #wildbeauty,2025-09-21 17:19:01,carousel,nature,17,Sunday,evening,8891.75,-36.89,-72.53,rugged summit views made everything greenworld
The vibrant campfire smoke in still air 🔥,3415,375,1002,650,20972,42375,14.5,70556,#naturelover #greenvibes #nature #trailrunning,2025-03-14 06:05:36,image,nature,6,Friday,morning,10690.85,-33.5,-54.68,vibrant campfire smoke still naturelover greenvibes
Standing in a alpine old-growth forest 🌲,19776,2004,10863,3189,80161,229569,25.67,24814,#earthpix #greenvibes #wildbeauty #backcountry,2025-01-29 18:12:54,carousel,nature,18,Wednesday,evening,72827.12,285.09,73.21,standing alpine growth forest earthpix greenvibes
The shadowed terrain keeps you humble 🪨,19776,1463,3535,4496,225498,416761,12.12,16753,#mountainlife #naturelovers #earthday #wildnature,2025-12-13 03:48:48,reel,nature,3,Saturday,night,67646.73000000001,285.09,387.25,shadowed terrain keeps humble mountainlife naturelovers
Morning smells like dewy pine 🌲,2484,211,959,414,36753,64668,26.76,67749,#exploreoutdoors #wildbeauty #naturelover #hikinglife,2025-01-11 04:59:05,reel,nature,4,Saturday,night,10380.69,-51.63,-20.58,morning smells like dewy pine exploreoutdoors
A primordial bird call broke the silence perfectly 🐦,4176,661,2136,285,61255,170575,14.6,34804,#mountainlife #trailrunning #hikinglife #naturegram,2025-06-09 12:53:16,image,nature,12,Monday,afternoon,19619.0,-18.68,32.36,primordial bird call broke silence mountainlife
Every shadowed step deeper into wilderness 🥾,2322,313,443,677,19020,63173,3.55,37378,#wildbeauty #adventureseeker #nationalpark #getoutside,2025-08-03 02:31:13,reel,nature,2,Sunday,night,8528.189999999999,-54.78,-58.9,every shadowed step deeper into wildbeauty
Every peaceful step deeper into wilderness 🥾,1469,88,842,264,9414,15605,7.5,78220,#wildnature #outdoors #landscape #conservation,2025-10-03 11:27:16,image,nature,11,Friday,morning,5725.85,-71.39,-79.66,every peaceful step deeper into wildnature
A untamed stream ran between ancient stones 🏔,4575,505,843,1305,22190,62519,22.18,33486,#wilderness #wildnature #naturevibes #earthday,2025-02-06 06:48:57,image,nature,6,Thursday,morning,14004.07,-10.91,-52.05,untamed stream between ancient stones wilderness
Followed a windswept deer trail for an hour 🦌,8773,247,3691,1703,94867,287818,13.66,58047,#naturephotography #nationalpark #backcountry #nature,2025-02-01 13:03:06,image,nature,13,Saturday,afternoon,38332.89,70.83,104.99,followed windswept deer trail hour naturephotography
The alpine wilderness is calling me 🍃,7906,1519,2699,1985,88704,185823,4.04,69306,#adventureseeker #wilderness #earthday #wildnature,2025-09-07 07:00:34,reel,nature,7,Sunday,morning,31967.89,53.95,91.67,alpine wilderness calling adventureseeker earthday
The vast canopy overhead blocks everything 🌴,1102,142,282,253,13015,41928,29.31,36022,#naturetherapy #hikinglife #gooutside #earthpix,2025-05-13 02:49:28,reel,nature,2,Tuesday,night,4615.59,-78.54,-71.88,vast canopy overhead blocks everything naturetherapy
The rolling tundra is fragile and ancient 🌿,7308,759,1708,818,30413,63271,12.76,68576,#naturegram #earthday #greenvibes #landscape,2025-04-04 21:09:36,image,nature,21,Friday,evening,18304.78,42.3,-34.28,rolling tundra fragile ancient naturegram earthday
A sprawling morning fog makes everything sacred 🌁,2907,546,1338,283,14279,49861,15.07,52288,#backcountry #adventureseeker #outdoors #nationalpark,2025-05-08 03:55:22,carousel,nature,3,Thursday,night,9979.78,-43.39,-69.15,sprawling morning makes everything sacred backcountry
The serene pine needles carpet everything 🌲,13810,811,3817,864,123443,403001,20.32,35405,#naturelovers #treelife #naturegram #gooutside,2025-04-04 11:45:12,carousel,nature,11,Friday,morning,46115.18,168.92,166.73,serene pine needles carpet everything naturelovers
Standing in a deciduous old-growth forest 🌲,5747,1027,2665,1384,42477,97746,17.97,43861,#nature #backcountry #greenvibes #naturetherapy,2025-02-22 00:21:50,reel,nature,0,Saturday,night,22950.23,11.91,-8.22,standing deciduous growth forest nature backcountry
The mossy summit views made everything worth it 🏔,2295,361,550,682,25623,44523,29.3,89709,#wildnature #naturelovers #treelife #naturegram,2025-06-24 21:36:25,carousel,nature,21,Tuesday,evening,8607.84,-55.31,-44.63,mossy summit views made everything wildnature
Stars above a quiet meadow tonight 🌟,8026,1030,2413,482,27825,81448,24.51,76682,#earthday #scenery #getoutside #wildbeauty,2025-03-19 07:21:14,image,nature,7,Wednesday,morning,20545.69,56.29,-39.88,stars above quiet meadow tonight earthday
The coastal switchbacks were brutal but beautiful 🏔,14279,703,8500,3353,94110,204477,25.19,49590,#wildbeauty #landscape #conservation #naturevibes,2025-05-04 16:54:54,image,nature,16,Sunday,afternoon,60677.81,178.05,103.35,coastal switchbacks were brutal beautiful wildbeauty
Trees so windswept they block out the moon 🌑,6757,538,1045,1041,45218,149107,26.42,41330,#wildnature #hikinglife #nationalpark #nature,2025-05-24 01:20:37,image,nature,1,Saturday,night,19749.11,31.58,-2.29,trees windswept they block moon wildnature
The frost-kissed wilderness is calling me 🍃,4398,545,940,276,38550,98243,22.19,45634,#hikinglife #forestwalk #wilderness #exploreoutdoors,2025-10-29 10:21:15,carousel,nature,10,Wednesday,morning,12920.79,-14.36,-16.7,frost kissed wilderness calling hikinglife forestwalk
Fog over sprawling valleys is magic 🌫,3348,78,859,294,37785,87689,23.7,68004,#naturephotography #greenworld #mountainlife #greenvibes,2025-03-16 02:14:19,carousel,nature,2,Sunday,night,11326.92,-34.81,-18.36,over sprawling valleys magic naturephotography greenworld
Every golden mile of trail earns its view 🥾,1116,87,481,202,7549,13938,27.54,99999,#mountainlife #wildbeauty #naturegram #earthpix,2025-08-06 19:50:37,carousel,nature,19,Wednesday,evening,3960.59,-78.27,-83.69,every golden mile trail earns mountainlife
The shadowed coastline from the cliff trail 🌊,891,120,397,180,4728,9423,17.63,25139,#hiking #getoutside #backcountry #trailrunning,2025-09-22 09:00:41,reel,nature,9,Monday,morning,3141.09,-82.65,-89.78,shadowed coastline from cliff trail hiking
Afternoon light on cool fern beds 🌿,11964,990,6781,2977,75151,131044,20.95,75766,#mountainlife #earthpix #hikinglife #landscape,2025-07-06 08:05:31,carousel,nature,8,Sunday,morning,48926.87,132.97,62.38,afternoon light cool fern beds mountainlife
The shadowed horizon line from the ridge 🌄,6304,452,2881,861,52376,105427,15.41,69257,#getoutside #exploreoutdoors #wildbeauty #wildnature,2025-01-17 08:05:17,reel,nature,8,Friday,morning,23311.61,22.75,13.17,shadowed horizon line from ridge getoutside
A vibrant alpine lake at first light 🏔,2937,116,1381,322,10600,35089,8.32,29926,#conservation #earthday #mountainlife #forestwalk,2025-02-23 07:28:36,reel,nature,7,Sunday,morning,9628.67,-42.81,-77.1,vibrant alpine lake first light conservation
Breathe in the tranquil forest air 🌲,3264,465,550,950,48094,87333,20.28,33777,#naturetherapy #landscape #mountainlife #hikinglife,2025-02-09 01:08:47,carousel,nature,1,Sunday,night,12788.69,-36.44,3.92,breathe tranquil forest naturetherapy landscape mountainlife
The dewy boulders here feel primordial 🪨,9606,1762,1390,1859,90506,266651,28.23,45212,#getoutside #wildnature #landscape #wilderness,2025-01-23 23:26:06,reel,nature,23,Thursday,night,31877.83,87.05,95.56,dewy boulders here feel primordial getoutside
A sunlit morning fog makes everything sacred 🌁,1106,120,628,321,15608,50780,2.26,41078,#conservation #naturephotography #nationalpark #treelife,2025-11-03 00:19:31,image,nature,0,Monday,night,6256.8,-78.46,-66.27,sunlit morning makes everything sacred conservation
The tranquil switchbacks were brutal but beautiful 🏔,4892,576,1697,1392,64636,157455,7.4,35952,#conservation #landscape #wildnature #gooutside,2025-09-07 01:27:53,reel,nature,1,Sunday,night,22114.45,-4.74,39.66,tranquil switchbacks were brutal beautiful conservation
The emerald forest floor is a whole ecosystem 🍄,1111,59,520,275,10902,32864,6.91,56051,#trailrunning #gooutside #wilderness #forestwalk,2025-10-07 01:49:13,image,nature,1,Tuesday,night,5027.02,-78.37,-76.44,emerald forest floor whole ecosystem trailrunning
Nature walks teach hidden lessons about patience 🌿,3999,148,2362,677,56905,86134,12.74,37092,#naturegram #landscape #naturelovers #treelife,2025-09-17 21:55:00,carousel,nature,21,Wednesday,evening,18545.27,-22.13,22.96,nature walks teach hidden lessons naturegram
A vibrant hot spring deep in the backcountry 💧,1693,37,722,377,6341,11010,10.59,55693,#landscape #wildnature #greenworld #trailrunning,2025-08-11 11:36:14,carousel,nature,11,Monday,morning,5637.35,-67.03,-86.3,vibrant spring deep backcountry landscape wildnature
The coastal forest at midday is cathedral quiet 🌲,524,75,219,149,3883,7539,28.81,22604,#conservation #adventureseeker #mountainlife #getoutside,2025-05-01 18:31:28,carousel,nature,18,Thursday,evening,2048.32,-89.8,-91.61,coastal forest midday cathedral quiet conservation
